Date,Price (USD)
2024-03-06,1.3752706301773565
2024-03-07,1.4243957772944864
2024-03-08,1.5745453537889917
2024-03-09,1.6183408746668726
2024-03-10,1.5371395710879907
2024-03-11,1.4872936024651688
2024-03-12,1.5346251693911814
2024-03-13,1.4993502821619098
2024-03-14,1.5138538853199928
2024-03-15,1.3653867766938668
2024-03-16,1.2584832790233955
2024-03-17,1.2037616403959255
2024-03-18,1.1540994100806854
2024-03-19,1.1437105335144897
2024-03-20,1.122516323100407
2024-03-21,1.1837599352407697
2024-03-22,1.108831978165827
2024-03-23,1.078674162061499
2024-03-24,1.085337328506844
2024-03-25,1.1227293257817148
2024-03-26,1.1342066043769514
2024-03-27,1.0837677722442987
2024-03-28,1.023371262435998
2024-03-29,1.1415220253282479
2024-03-30,1.0543472930377342
2024-03-31,1.0323606939014112
2024-04-01,1.0586057563556652
2024-04-02,1.0164474700020307
2024-04-03,0.9954471262684705
2024-04-04,0.9973702865728121
2024-04-05,0.9939725617247628
2024-04-06,1.0340015097316635
2024-04-07,1.007088796803056
2024-04-08,1.0106841151769634
2024-04-09,0.98703910622159
2024-04-10,0.9530711641077843
2024-04-11,0.9675018286842512
2024-04-12,0.9331943684551188
2024-04-13,0.8681901090139902
2024-04-14,0.8670406699526965
2024-04-15,0.8400362879814988
2024-04-16,0.8350423933400647
2024-04-17,0.8291441902445444
2024-04-18,0.790185582920174
2024-04-19,0.7979121472460617
2024-04-20,0.798488295198907
2024-04-21,0.8338578184866641
2024-04-22,0.8136291499965462
2024-04-23,0.8051062751957168
2024-04-24,0.7902539982852621
2024-04-25,0.7866551613095979
2024-04-26,0.7781303867971011
2024-04-27,0.7720600799106665
2024-04-28,0.7683836077029249
2024-04-29,0.7649134433548006
2024-04-30,0.7417565285729625
2024-05-01,0.7103513117038027
2024-05-02,0.7337202449673296
2024-05-03,0.7534560092382016
2024-05-04,0.7899339178301955
2024-05-05,0.7885481110613579
2024-05-06,0.7637581630538971
2024-05-07,0.8075983901248428
2024-05-08,0.9233297970565092
2024-05-09,0.8113477315238413
2024-05-10,0.868330338139623
2024-05-11,0.8719906325280339
2024-05-12,0.8760961819148588
2024-05-13,0.8136962162704057
2024-05-14,0.7709451530019356
2024-05-15,0.7753443637859637
2024-05-16,0.8435081640149213
2024-05-17,0.8145215177265166
2024-05-18,0.8864987137885031
2024-05-19,0.8847736725187522
2024-05-20,0.8939478150374137
2024-05-21,0.9517049539851735
2024-05-22,0.8853577519779855
2024-05-23,0.9074840700940142
2024-05-24,0.8605920173936887
2024-05-25,0.8858904633353816
2024-05-26,0.852269093692557
2024-05-27,0.824443840728729
2024-05-28,0.8091993159984451
2024-05-29,0.8002815053112552
2024-05-30,0.8035713801747343
2024-05-31,0.7714386853946182
2024-06-01,0.7695705399181831
2024-06-02,0.7829105142411478
2024-06-03,0.7982898456453742
2024-06-04,0.773303624631132
2024-06-05,0.7620509681182172
2024-06-06,0.7442288949544078
2024-06-07,0.7170800051534592
2024-06-08,0.6980402453038022
2024-06-09,0.6789554770423128
2024-06-10,0.634832045521244
2024-06-11,0.6198826156662087
2024-06-12,0.5825071377210529
2024-06-13,0.613164565735359
2024-06-14,0.56968600506026
2024-06-15,0.5478481896814205
2024-06-16,0.561340959407542
2024-06-17,0.566760934949966
2024-06-18,0.5373990130886502
2024-06-19,0.5169237198240436
2024-06-20,0.5393853777286567
